Shucked,Viscera,Shell,Weight
0.4845,0.228,0.295,1.054
0.4795,0.302,0.3,1.129
0.446,0.3195,0.3,1.118
0.5715,0.2385,0.39,1.2815
0.5765,0.254,0.355,1.2555
0.4955,0.2345,0.315,1.082
0.5065,0.1785,0.3365,1.062
0.497,0.221,0.315,1.093
0.534,0.1865,0.3455,1.101
0.5205,0.2695,0.3665,1.1935
0.405,0.2255,0.31,0.986
0.644,0.372,0.406,1.521
0.4865,0.2995,0.4075,1.3135
0.556,0.2385,0.345,1.1835
0.6165,0.3515,0.3725,1.401
0.7455,0.245,0.4325,1.5075
0.6865,0.3585,0.405,1.5365
0.7155,0.3735,0.375,1.542
0.7305,0.3595,0.46,1.6445
0.6395,0.294,0.365,1.3585
0.876,0.3135,0.469,1.7375
0.8145,0.416,0.461,1.7925
1.1075,0.4865,0.512,2.21
1.0465,0.383,0.528,2.141
0.9515,0.564,0.5365,2.173
0.2015,0.065,0.103,0.3895
0.2435,0.092,0.1025,0.4565
0.2165,0.126,0.11,0.4475
0.347,0.136,0.142,0.649
0.2945,0.103,0.198,0.6435
0.2485,0.105,0.1555,0.526
0.239,0.1245,0.1555,0.5525
0.497,0.181,0.2185,0.9365
0.254,0.139,0.149,0.559
0.3685,0.145,0.1735,0.7205
0.398,0.151,0.175,0.7575
0.343,0.2035,0.215,0.793
0.504,0.207,0.249,0.9875
0.595,0.2065,0.238,1.08
0.4005,0.2465,0.2385,0.9155
0.4095,0.23,0.2335,0.906
0.387,0.215,0.245,0.8725
0.4365,0.2085,0.25,0.945
0.6405,0.1985,0.357,1.259
0.462,0.231,0.25,1.049
0.4815,0.235,0.312,1.0725
0.691,0.322,0.3465,1.4105
0.451,0.3245,0.305,1.136
0.52,0.26,0.276,1.1005
0.481,0.2745,0.305,1.1315
0.6605,0.2425,0.31,1.271
0.544,0.318,0.377,1.308
0.6405,0.3585,0.43,1.539
0.677,0.3045,0.4,1.466
0.475,0.2435,0.215,1.175
0.8885,0.4095,0.4195,1.7835
0.589,0.351,0.345,1.374
0.833,0.374,0.41,1.7025
0.651,0.4475,0.345,1.5265
0.616,0.388,0.415,1.519
0.8415,0.306,0.395,1.6115
0.9165,0.3325,0.461,1.7825
0.73,0.3665,0.595,1.858
0.797,0.4095,0.388,1.675
1.017,0.363,0.494,2.1055
1.351,0.413,0.5015,2.21
0.9115,0.427,0.446,1.8725
0.942,0.397,0.445,1.893
0.1965,0.099,0.112,0.4285
0.221,0.106,0.239,0.464
0.3525,0.1635,0.2875,0.845
0.282,0.1605,0.225,0.707
0.419,0.255,0.269,0.972
0.327,0.1685,0.259,0.7625
0.3265,0.221,0.2645,0.849
0.3595,0.1825,0.215,0.802
0.4245,0.1735,0.219,0.831
0.3385,0.148,0.245,0.795
0.3765,0.1805,0.268,0.867
0.3745,0.2175,0.355,0.985
0.4005,0.198,0.239,0.839
0.483,0.166,0.275,0.9615
0.469,0.2225,0.295,1.0335
0.365,0.173,0.2285,0.798
0.559,0.235,0.309,1.207
0.3965,0.194,0.217,0.838
0.463,0.2065,0.2535,0.959
0.4135,0.1965,0.2725,0.9165
0.504,0.241,0.275,1.059
0.5625,0.3045,0.2635,1.194
0.3835,0.1905,0.27,0.884
0.4565,0.228,0.266,0.983
0.449,0.2345,0.2945,1.022
0.5225,0.2405,0.31,1.1185
0.473,0.2395,0.28,1.0175
0.6035,0.261,0.311,1.224
0.535,0.241,0.395,1.221
0.6285,0.2575,0.309,1.266
0.4895,0.2615,0.3325,1.1165
0.5005,0.2355,0.3105,1.0845
0.4645,0.22,0.354,1.0985
0.4615,0.266,0.3,1.0915
0.5255,0.273,0.339,1.1745
0.6565,0.2315,0.3035,1.233
0.605,0.271,0.328,1.2695
0.611,0.309,0.418,1.4345
0.5475,0.2925,0.3685,1.247
0.763,0.4205,0.4435,1.707
0.519,0.2615,0.335,1.1605
0.5645,0.288,0.386,1.286
0.741,0.3715,0.3845,1.5595
0.605,0.345,0.48,1.4745
0.5885,0.2215,0.3745,1.226
0.6665,0.309,0.317,1.33
0.554,0.308,0.415,1.3375
0.5695,0.2735,0.33,1.2215
0.59,0.23,0.391,1.274
0.665,0.337,0.378,1.488
0.6385,0.2905,0.3665,1.3835
0.586,0.281,0.365,1.274
0.667,0.269,0.341,1.3195
0.6505,0.3295,0.495,1.5505
0.7685,0.3545,0.3925,1.6375
0.6635,0.3845,0.353,1.443
0.6145,0.253,0.3665,1.289
0.606,0.32,0.395,1.3725
0.6075,0.314,0.315,1.2975
0.6255,0.311,0.308,1.2585
0.711,0.2865,0.3,1.39
0.572,0.2755,0.3545,1.2835
0.592,0.391,0.4125,1.4535
0.7185,0.293,0.32,1.3735
0.8445,0.3935,0.54,1.8565
0.9895,0.4475,0.502,2.009
0.9215,0.454,0.566,2.015
0.919,0.366,0.485,1.8275
1.1455,0.4425,0.511,2.125
0.7275,0.403,0.557,1.747
1.083,0.421,0.63,2.2205
1.1155,0.6415,0.642,2.5155
1.3485,0.76,0.578,2.7795
0.3035,0.0955,0.143,0.564
0.199,0.09,0.117,0.414
0.295,0.1395,0.12,0.5795
0.419,0.2455,0.2365,0.968
0.494,0.223,0.296,1.0615
0.4185,0.198,0.273,0.9225
0.472,0.2495,0.252,1.007
0.438,0.2225,0.276,0.9605
0.303,0.155,0.159,0.65
0.3495,0.1715,0.2105,0.7545
0.6325,0.311,0.344,1.3405
0.4805,0.2145,0.29,1.02
0.5075,0.2245,0.2485,1.025
0.3945,0.2685,0.258,0.953
0.6195,0.284,0.3285,1.3005
0.4975,0.2205,0.251,1.038
0.5575,0.3055,0.343,1.2525
0.575,0.232,0.297,1.15
0.511,0.2715,0.2565,1.0865
0.5815,0.286,0.3185,1.254
0.5275,0.2535,0.344,1.169
0.445,0.3115,0.3475,1.172
0.672,0.326,0.315,1.3815
0.777,0.3685,0.3965,1.6125
0.5715,0.2785,0.3075,1.7395
0.6325,0.333,0.378,1.4245
0.7625,0.436,0.455,1.726
0.691,0.375,0.4425,1.5865
0.9285,0.409,0.643,2.069
0.253,0.16,0.14,0.5785
0.341,0.1645,0.214,0.7495
0.2345,0.1465,0.194,0.599
0.332,0.1585,0.18,0.7075
0.382,0.171,0.235,0.837
0.302,0.1545,0.185,0.667
0.421,0.183,0.26,0.9355
0.415,0.195,0.246,0.895
0.454,0.205,0.265,1.0005
0.3585,0.174,0.277,0.832
0.3805,0.2285,0.283,0.9415
0.4275,0.1955,0.238,0.88
0.318,0.193,0.2265,0.785
0.495,0.2145,0.235,0.9765
0.432,0.2225,0.239,0.992
0.4685,0.2085,0.295,1.013
0.3795,0.1615,0.27,0.876
0.3665,0.173,0.269,0.857
0.518,0.2185,0.2795,1.0465
0.3365,0.2005,0.2485,0.8295
0.4315,0.201,0.223,0.886
0.456,0.337,0.329,1.1805
0.386,0.2195,0.3105,0.99
0.479,0.2565,0.321,1.1155
0.4375,0.2615,0.27,1.031
0.4435,0.2825,0.285,1.0285
0.4975,0.283,0.2685,1.0875
0.564,0.227,0.3885,1.219
0.44,0.2525,0.285,1.035
0.4605,0.302,0.355,1.195
0.579,0.346,0.5195,1.5145
0.587,0.4405,0.325,1.309
0.425,0.2315,0.335,1.0295
0.487,0.212,0.3215,1.0485
0.5725,0.3005,0.361,1.331
0.52,0.2405,0.3535,1.1565
0.63,0.246,0.289,1.2525
0.5435,0.246,0.335,1.195
0.6535,0.213,0.365,1.273
0.5055,0.2975,0.3535,1.229
0.4765,0.3,0.35,1.1895
0.477,0.269,0.34,1.1285
0.6525,0.2375,0.3385,1.32
0.53,0.223,0.348,1.1445
0.5055,0.303,0.37,1.218
0.5115,0.2675,0.436,1.2695
0.6715,0.29,0.4,1.429
0.556,0.2845,0.4115,1.312
0.7165,0.354,0.4715,1.623
0.671,0.379,0.384,1.534
0.6615,0.2145,0.4075,1.3845
0.6655,0.402,0.5,1.6915
0.6645,0.3835,0.4505,1.5715
0.6565,0.2985,0.375,1.4405
0.675,0.347,0.535,1.6245
1.0815,0.4305,0.503,2.081
0.801,0.4915,0.646,2.173
0.2575,0.082,0.129,0.4955
0.2395,0.1525,0.145,0.522
0.3315,0.1385,0.167,0.653
0.288,0.1315,0.185,0.5915
0.21,0.1035,0.1535,0.4825
0.288,0.145,0.168,0.6335
0.3435,0.1495,0.1765,0.6875
0.356,0.1905,0.2385,0.8395
0.4345,0.212,0.2475,0.9255
0.513,0.2705,0.2625,1.063
0.5165,0.273,0.275,1.115
0.4295,0.2085,0.295,0.982
0.465,0.228,0.341,1.112
0.7345,0.353,0.386,1.5655
0.2075,0.1045,0.135,0.4655
0.2435,0.1175,0.132,0.4935
0.235,0.0885,0.116,0.4595
0.2665,0.085,0.121,0.4955
0.25,0.1345,0.1635,0.617
0.361,0.1575,0.2385,0.7815
0.3135,0.149,0.1515,0.6435
0.246,0.1005,0.1455,0.5115
0.355,0.1895,0.1795,0.738
0.4455,0.2115,0.213,0.8705
0.418,0.1475,0.2605,0.8685
0.4335,0.1765,0.262,0.919
0.5575,0.2675,0.372,1.2435
0.603,0.2225,0.339,1.2095
0.6165,0.2355,0.32,1.238
0.813,0.387,0.49,1.7725
0.9155,0.448,0.479,1.914
0.735,0.4755,0.6585,2.032
0.2995,0.1355,0.245,0.7455
0.1545,0.0685,0.095,0.3355
0.273,0.132,0.22,0.651
0.134,0.0825,0.125,0.361
0.1885,0.0885,0.175,0.4775
0.2655,0.1365,0.215,0.66
0.1175,0.0565,0.085,0.276
0.434,0.265,0.285,1.04
0.416,0.2105,0.365,1.041
0.7535,0.391,0.885,2.1835
0.5185,0.2555,0.335,1.2105
0.3265,0.1975,0.175,0.7185
0.1365,0.0725,0.11,0.3295
0.147,0.094,0.09,0.335
0.1685,0.0755,0.15,0.4265
0.4375,0.2265,0.4,1.1505
0.359,0.2105,0.245,0.8915
0.462,0.185,0.295,0.97
0.08,0.0385,0.055,0.18
0.2,0.0885,0.13,0.4585
0.3055,0.166,0.18,0.7145
0.5825,0.337,0.465,1.496
0.2025,0.1015,0.155,0.4665
0.1575,0.083,0.135,0.401
0.2015,0.1625,0.185,0.5205
0.186,0.0845,0.17,0.4935
0.1305,0.0735,0.115,0.3245
0.0465,0.018,0.036,0.106
0.1805,0.1035,0.1505,0.4415
0.368,0.2095,0.265,0.879
0.473,0.1965,0.435,1.2275
0.4915,0.185,0.49,1.2715
0.643,0.3285,0.725,1.806
0.3025,0.1795,0.285,0.8085
0.732,0.472,0.57,1.8465
0.1395,0.0565,0.095,0.3245
0.066,0.0345,0.045,0.1545
0.055,0.0285,0.04,0.1185
0.3245,0.2,0.23,0.799
0.342,0.197,0.35,0.925
0.3355,0.1985,0.26,0.9195
0.317,0.1735,0.355,0.9295
0.2345,0.1155,0.35,0.8085
0.193,0.1035,0.13,0.4475
0.2,0.1225,0.26,0.6335
0.222,0.1325,0.17,0.547
0.3215,0.1985,0.315,0.927
0.5265,0.2785,0.455,1.4935
0.3445,0.2185,0.295,0.9245
0.5305,0.2375,0.47,1.36
0.175,0.096,0.13,0.43
0.175,0.093,0.135,0.4215
0.4865,0.297,0.61,1.6305
0.387,0.258,0.35,1.142
0.5635,0.2815,0.57,1.539
0.3285,0.189,0.27,0.853
0.401,0.1865,0.385,1.035
0.356,0.174,0.28,0.857
0.0805,0.051,0.075,0.2225
0.2735,0.1635,0.275,0.7575
0.419,0.229,0.35,1.0965
0.4125,0.2735,0.415,1.229
0.3905,0.2355,0.4,1.171
0.068,0.09,0.125,0.388
0.2105,0.1185,0.165,0.5265
0.192,0.1045,0.205,0.5105
0.083,0.053,0.075,0.2225
0.654,0.3765,0.415,1.5455
0.4995,0.2815,0.38,1.2675
0.8005,0.339,0.53,1.793
0.216,0.1385,0.24,0.6185
0.2505,0.1565,0.175,0.5825
0.264,0.134,0.285,0.7485
0.166,0.0935,0.135,0.406
0.3155,0.1825,0.32,0.869
0.3625,0.176,0.27,0.955
0.3725,0.2175,0.255,0.8615
0.6535,0.2835,0.58,1.598
0.751,0.4255,0.685,2.033
0.487,0.2215,0.445,1.259
0.3725,0.158,0.17,0.7175
0.3305,0.216,0.195,0.7575
0.226,0.0965,0.155,0.487
0.2525,0.1205,0.185,0.563
0.3335,0.1465,0.22,0.702
0.2825,0.12,0.17,0.578
0.2505,0.119,0.195,0.5735
0.422,0.2245,0.285,1.008
0.2,0.1275,0.175,0.515
0.2145,0.164,0.195,0.5795
0.1365,0.063,0.085,0.2965
0.4035,0.1505,0.34,0.991
0.293,0.1625,0.27,0.805
0.3415,0.177,0.25,0.8915
0.2505,0.154,0.29,0.769
0.213,0.0925,0.215,0.5545
0.3275,0.1315,0.22,0.7365
0.0925,0.055,0.12,0.3045
0.2465,0.1645,0.2,0.592
0.327,0.1485,0.335,0.906
0.566,0.3835,0.445,1.5515
0.425,0.2025,0.36,1.103
0.4015,0.1695,0.245,0.86
0.6275,0.358,0.485,1.62
0.566,0.304,0.455,1.407
0.472,0.2455,0.4,1.247
0.3035,0.189,0.2175,0.764
0.376,0.1945,0.2515,0.8645
0.3815,0.184,0.27,0.9455
0.548,0.233,0.42,1.3185
0.4825,0.242,0.31,1.081
0.3805,0.2105,0.28,0.9025
0.4515,0.204,0.4,1.1415
0.391,0.212,0.25,1.027
0.343,0.159,0.25,0.7895
0.4635,0.1905,0.305,1.0295
0.8665,0.435,0.5,1.885
0.487,0.296,0.48,1.2425
0.0085,0.0055,0.01,0.023
0.0725,0.043,0.07,0.2065
0.011,0.0075,0.01,0.0305
0.009,0.005,0.0075,0.024
0.165,0.1125,0.144,0.4495
0.11,0.045,0.069,0.241
0.085,0.041,0.0605,0.197
0.0535,0.026,0.045,0.1295
0.0525,0.034,0.048,0.15
0.1135,0.037,0.113,0.287
0.1135,0.0565,0.13,0.3525
0.0415,0.033,0.04,0.12
0.1,0.0465,0.06,0.2145
0.044,0.027,0.03,0.096
0.0445,0.02,0.03,0.0945
0.081,0.034,0.07,0.213
0.2515,0.156,0.3,0.8175
0.2025,0.135,0.145,0.5255
0.339,0.208,0.255,0.879
0.186,0.107,0.145,0.4625
0.2125,0.149,0.14,0.528
0.2295,0.1265,0.18,0.5835
0.0725,0.056,0.06,0.198
0.0975,0.065,0.096,0.282
0.2025,0.158,0.19,0.5905
0.144,0.1015,0.13,0.413
0.312,0.146,0.315,0.8505
0.275,0.168,0.18,0.709
0.142,0.1065,0.105,0.3755
0.3025,0.2155,0.235,0.8185
0.272,0.226,0.24,0.8245
0.474,0.2895,0.24,1.1825
0.393,0.2,0.375,1.122
0.6745,0.384,0.385,1.6115
0.517,0.3285,0.31,1.3
0.5915,0.312,0.38,1.489
0.377,0.193,0.34,1.008
0.11,0.06,0.08,0.271
0.2745,0.201,0.21,0.8565
0.1955,0.107,0.235,0.6105
0.246,0.195,0.204,0.7615
0.242,0.096,0.1835,0.592
0.163,0.087,0.113,0.39
0.096,0.0675,0.105,0.2935
0.174,0.1245,0.225,0.567
0.2715,0.1775,0.285,0.8415
0.2015,0.18,0.25,0.7775
0.2815,0.213,0.355,0.989
0.21,0.113,0.1505,0.5
0.3445,0.1015,0.161,0.6315
0.37,0.16,0.211,0.7715
0.4625,0.1725,0.199,0.872
0.392,0.1455,0.2235,0.8115
0.387,0.15,0.2625,0.8795
0.48,0.277,0.325,1.145
0.5,0.2215,0.292,1.09
0.5685,0.2725,0.335,1.262
0.482,0.2015,0.361,1.185
0.5395,0.275,0.309,1.201
0.5785,0.3125,0.384,1.362
0.7225,0.331,0.471,1.647
0.733,0.318,0.54,1.791
0.231,0.1035,0.1225,0.486
0.243,0.1015,0.135,0.5135
0.274,0.166,0.1485,0.6215
0.285,0.1365,0.172,0.646
0.394,0.189,0.202,0.7945
0.4035,0.1705,0.195,0.812
0.3095,0.1415,0.1835,0.681
0.33,0.1595,0.213,0.7345
0.429,0.206,0.259,0.948
0.4695,0.263,0.263,1.046
0.5335,0.2735,0.29,1.247
0.564,0.274,0.264,1.1495
0.5085,0.32,0.292,1.2
0.671,0.268,0.3385,1.3555
0.604,0.271,0.35,1.286
0.5355,0.3345,0.3165,1.251
0.6735,0.3755,0.3775,1.5105
0.8115,0.369,0.391,1.6385
0.7725,0.3855,0.4325,1.71
0.696,0.389,0.505,1.742
1.128,0.512,0.5335,2.398
1.0515,0.482,0.584,2.1945
0.2935,0.1005,0.15,0.554
0.273,0.135,0.145,0.5765
0.377,0.149,0.178,0.723
0.3745,0.1545,0.205,0.778
0.403,0.185,0.17,0.7865
0.3495,0.1885,0.213,0.784
0.546,0.204,0.25,1.02
0.41,0.1725,0.225,0.852
0.413,0.164,0.249,0.861
0.496,0.2165,0.26,1.004
0.4915,0.2325,0.3345,1.108
0.4215,0.2255,0.227,0.852
1.005,0.419,0.491,1.9875
0.707,0.2095,0.2505,1.198
0.4635,0.3095,0.2725,1.103
0.505,0.2475,0.31,1.1
0.4965,0.243,0.305,1.1015
0.7105,0.3005,0.345,1.3835
0.4645,0.2445,0.327,1.085
0.6325,0.2465,0.37,1.3165
0.6575,0.262,0.375,1.3415
0.537,0.188,0.176,1.027
0.506,0.311,0.335,1.1845
0.6055,0.2595,0.285,1.192
0.5235,0.283,0.3275,1.1805
0.615,0.2775,0.336,1.2655
0.7215,0.298,0.335,1.407
0.694,0.298,0.3755,1.4465
0.576,0.2985,0.351,1.269
0.926,0.2975,0.3935,1.68
0.724,0.279,0.406,1.4775
0.7635,0.3115,0.4025,1.529
0.8745,0.3615,0.47,1.7585
0.693,0.306,0.4405,1.523
0.8735,0.4265,0.5085,1.51
0.9095,0.387,0.488,1.88
1.0615,0.5235,0.5285,2.201
0.2235,0.0785,0.1155,0.4305
0.2535,0.128,0.172,0.5895
0.3065,0.137,0.2,0.7355
0.3285,0.169,0.245,0.7845
0.5405,0.2705,0.3265,1.2255
0.4025,0.1625,0.274,0.885
0.4545,0.173,0.254,0.9235
0.4625,0.2025,0.275,0.977
0.4925,0.217,0.278,1.0305
0.457,0.2685,0.28,1.05
0.5055,0.2635,0.367,1.1145
0.4325,0.155,0.24,0.877
0.6095,0.2745,0.315,1.285
0.6895,0.2915,0.29,1.3065
0.5445,0.2165,0.295,1.096
0.5175,0.3105,0.3465,1.205
0.555,0.252,0.34,1.221
0.539,0.2325,0.3115,1.1355
0.4935,0.2565,0.465,1.3135
0.5565,0.211,0.346,1.1955
0.5195,0.222,0.3175,1.098
0.5395,0.282,0.285,1.139
0.515,0.1755,0.175,1.042
0.6185,0.288,0.365,1.368
0.6485,0.2705,0.45,1.446
0.7885,0.373,0.4865,1.74
0.706,0.321,0.45,1.601
1.1055,0.525,0.404,2.165
1.253,0.541,0.52,2.3305
0.309,0.1085,0.1535,0.5945
0.4515,0.1615,0.1985,0.872
0.402,0.1715,0.189,0.818
0.416,0.165,0.25,0.8745
0.49,0.201,0.27,0.984
0.6245,0.233,0.2595,1.1735
0.4535,0.2435,0.31,1.0785
0.4255,0.224,0.31,1.057
0.5105,0.256,0.285,1.11
0.539,0.225,0.307,1.142
0.59,0.247,0.26,1.1255
0.656,0.283,0.337,1.3405
0.5785,0.2045,0.25,1.082
0.575,0.273,0.294,1.2005
0.623,0.275,0.3,1.243
0.831,0.3575,0.371,1.6385
0.768,0.363,0.4755,1.691
1.1705,0.463,0.5315,2.2355
1.1495,0.5115,0.505,2.3235
0.25,0.096,0.15,0.521
0.456,0.199,0.255,0.9505
0.352,0.187,0.2525,0.8315
0.498,0.19,0.23,0.9655
0.371,0.1965,0.29,0.9065
0.5205,0.1935,0.305,1.049
0.4315,0.1945,0.287,0.9525
0.485,0.265,0.345,1.142
0.492,0.3865,0.265,1.2015
0.57,0.2555,0.265,1.1295
0.617,0.3255,0.3605,1.34
0.465,0.2345,0.315,1.0475
0.457,0.29,0.3745,1.167
0.516,0.225,0.2915,1.0625
0.382,0.247,0.2615,0.9335
0.5935,0.3365,0.3745,1.3585
0.531,0.281,0.3525,1.2075
0.667,0.2065,0.3115,1.217
0.456,0.18,0.233,0.8765
0.618,0.256,0.315,1.2795
0.4915,0.3065,0.348,1.1885
0.6,0.269,0.367,1.292
0.4785,0.2775,0.355,1.1795
0.5385,0.282,0.345,1.2075
0.59,0.3125,0.363,1.297
0.625,0.266,0.4395,1.4585
0.6115,0.408,0.445,1.539
0.693,0.44,0.47,1.676
0.715,0.3025,0.387,1.4005
0.6595,0.2675,0.425,1.4405
0.739,0.2925,0.365,1.482
0.618,0.2625,0.325,1.2345
0.667,0.4055,0.41,1.533
0.9815,0.4655,0.341,1.8445
0.938,0.3805,0.44,1.825
0.9955,0.478,0.5305,2.0885
0.909,0.474,0.625,2.087
0.954,0.336,0.495,1.884
0.4235,0.2285,0.313,1.029
0.465,0.2015,0.2505,0.981
0.548,0.3265,0.337,1.2705
0.6115,0.342,0.389,1.406
0.4625,0.1845,0.1965,0.873
0.509,0.2015,0.1975,0.9415
0.5305,0.231,0.276,1.0835
0.409,0.261,0.322,1.024
0.597,0.3035,0.33,1.281
0.456,0.2245,0.2835,1.006
0.678,0.292,0.266,1.307
0.592,0.3905,0.416,1.463
0.8345,0.408,0.437,1.7885
0.75,0.4035,0.3685,1.6135
1.2395,0.422,0.563,2.2305
0.3125,0.1655,0.159,0.6835
0.293,0.163,0.38,0.6855
0.3885,0.2095,0.264,0.894
0.4005,0.2235,0.2845,0.95
0.4505,0.196,0.276,0.9785
0.325,0.1405,0.237,0.737
0.4925,0.262,0.335,1.1275
0.4525,0.2395,0.235,0.9765
0.326,0.2615,0.245,0.853
0.382,0.2395,0.5,0.991
0.4095,0.1825,0.289,0.9125
0.3695,0.1955,0.255,0.8665
0.422,0.176,0.29,0.9615
0.4915,0.208,0.343,1.145
0.492,0.247,0.37,1.1955
0.495,0.295,0.4695,1.31
0.4405,0.2315,0.387,1.154
0.695,0.3515,0.395,1.5595
0.6345,0.2605,0.364,1.3165
0.6955,0.2385,0.42,1.403
0.5325,0.3045,0.4485,1.3575
0.557,0.3405,0.385,1.3645
0.686,0.3775,0.4055,1.545
0.566,0.4575,0.4625,1.724
0.2,0.111,0.1305,0.458
0.207,0.115,0.174,0.491
0.197,0.1065,0.1545,0.474
0.244,0.1335,0.188,0.5805
0.2655,0.147,0.184,0.622
0.3355,0.1635,0.1345,0.706
0.3685,0.1245,0.345,0.9385
0.4355,0.2605,0.2505,0.9465
0.446,0.2075,0.121,0.9115
0.43,0.182,0.277,0.942
0.5145,0.315,0.3055,1.193
0.5985,0.2425,0.439,1.461
0.6065,0.3795,0.421,1.489
0.436,0.1715,0.1455,0.7775
0.3295,0.1835,0.203,0.751
0.44,0.1965,0.2315,0.8755
0.354,0.209,0.2365,0.9215
0.581,0.216,0.323,1.206
0.435,0.293,0.3245,1.2865
0.526,0.285,0.316,1.1735
0.74,0.357,0.3815,1.532
0.2165,0.1105,0.19,0.547
0.1885,0.1145,0.185,0.5165
0.312,0.1505,0.265,0.764
0.188,0.0845,0.19,0.488
0.259,0.151,0.23,0.6905
0.2885,0.139,0.48,0.97
0.336,0.2405,0.245,0.8465
0.4315,0.276,0.315,1.047
0.1755,0.092,0.135,0.4085
0.2375,0.1065,0.175,0.56
0.29,0.1555,0.175,0.635
0.279,0.18,0.3,0.875
0.3415,0.203,0.215,0.806
0.4445,0.238,0.375,1.194
0.503,0.2505,0.295,1.153
0.3925,0.291,0.31,1.114
0.3595,0.271,0.35,0.9125
0.316,0.1455,0.28,0.792
0.0995,0.0575,0.065,0.2265
0.147,0.0765,0.145,0.3955
0.106,0.0535,0.0775,0.2505
0.2245,0.0715,0.206,0.551
0.4335,0.262,0.52,1.307
0.404,0.1785,0.29,0.9185
0.8835,0.3985,0.665,2.2695
0.412,0.2135,0.24,0.9235
0.5665,0.347,0.405,1.3315
0.354,0.2045,0.31,1.032
0.1865,0.115,0.16,0.478
0.0795,0.0375,0.07,0.1975
0.3785,0.244,0.265,1.0055
0.4125,0.3075,0.545,1.4985
0.149,0.087,0.125,0.388
0.483,0.3205,0.465,1.402
0.216,0.138,0.21,0.6025
0.109,0.0515,0.1,0.2775
0.2985,0.2135,0.355,0.973
0.258,0.171,0.255,0.753
0.44,0.3075,0.47,1.3765
0.387,0.2385,0.275,0.96
0.158,0.081,0.125,0.3745
0.2405,0.1625,0.265,0.696
0.596,0.2565,0.485,1.383
0.428,0.289,0.315,1.156
0.6375,0.3025,0.43,1.477
0.377,0.1585,0.29,0.858
0.6265,0.4005,0.395,1.4995
0.5825,0.303,0.42,1.467
0.342,0.219,0.295,0.906
0.402,0.28,0.275,1.06
0.0725,0.039,0.05,0.161
0.3,0.142,0.175,0.6175
0.3185,0.15,0.185,0.655
0.2155,0.102,0.165,0.484
0.6145,0.3035,0.39,1.4435
0.398,0.197,0.29,0.9085
0.2,0.1395,0.16,0.528
0.1415,0.0885,0.115,0.3595
0.297,0.123,0.255,0.7735
0.169,0.1075,0.145,0.4365
0.215,0.082,0.13,0.415
0.2,0.0785,0.17,0.4775
0.26,0.1575,0.22,0.6445
0.533,0.353,0.555,1.6195
0.317,0.157,0.22,0.81
0.348,0.217,0.26,0.868
0.305,0.1455,0.205,0.7085
0.275,0.164,0.225,0.72
0.2845,0.17,0.193,0.738
0.5525,0.243,0.295,1.156
0.3345,0.1315,0.22,0.7485
0.524,0.278,0.395,1.229
0.4325,0.27,0.405,1.145
0.037,0.024,0.03,0.099
0.138,0.057,0.1,0.314
0.0745,0.041,0.0655,0.195
0.171,0.0705,0.184,0.451
0.034,0.0105,0.03,0.084
0.0095,0.0045,0.008,0.0245
0.0615,0.037,0.0485,0.163
0.1315,0.085,0.112,0.34
0.1215,0.0575,0.104,0.3005
0.0415,0.023,0.035,0.106
0.121,0.0735,0.09,0.306
0.124,0.069,0.09,0.301
0.0655,0.0365,0.055,0.171
0.035,0.02,0.03,0.0905
0.169,0.1065,0.135,0.44
0.0615,0.034,0.055,0.163
0.3225,0.194,0.29,0.9715
0.0615,0.0345,0.057,0.1635
0.3245,0.2665,0.325,0.9955
0.2605,0.161,0.19,0.6605
0.3055,0.1725,0.22,0.721
0.341,0.2535,0.26,0.955
0.3035,0.196,0.31,0.873
0.734,0.4505,0.335,1.65
0.377,0.3525,0.33,1.1285
0.5035,0.2785,0.26,1.1115
0.353,0.174,0.305,0.9745
0.5835,0.3155,0.41,1.4605
0.368,0.222,0.32,1.0105
0.412,0.253,0.3,1.0765
0.5495,0.332,0.34,1.616
0.0855,0.0515,0.07,0.2205
0.28,0.2165,0.25,0.879
0.2145,0.1405,0.2495,0.6815
0.1685,0.125,0.215,0.5795
0.0815,0.0575,0.075,0.224
0.3325,0.1235,0.185,0.674
0.472,0.182,0.218,0.9
0.491,0.221,0.265,1.0165
0.539,0.279,0.28,1.1685
0.5195,0.223,0.292,1.089
0.497,0.2175,0.2785,1.0325
0.567,0.307,0.409,1.3715
0.882,0.44,0.5,1.9045
1.1455,0.575,0.5235,2.4925
0.349,0.1155,0.135,0.643
0.2885,0.157,0.161,0.6435
0.4035,0.166,0.2,0.8115
0.3645,0.195,0.25,0.9155
0.502,0.2295,0.31,1.1385
0.6715,0.2925,0.365,1.403
0.5235,0.2505,0.2825,1.1325
0.5855,0.293,0.475,1.437
0.583,0.2985,0.295,1.3635
0.642,0.3575,0.354,1.4545
0.5815,0.381,0.372,1.478
0.718,0.385,0.529,1.787
0.348,0.1515,0.2185,0.7465
0.4645,0.201,0.27,0.985
0.4165,0.1685,0.23,0.85
0.4155,0.146,0.23,0.838
0.3695,0.17,0.1955,0.7615
0.3945,0.2195,0.225,0.87
0.38,0.24,0.255,0.929
0.4475,0.196,0.268,0.939
0.5045,0.2635,0.335,1.164
0.5315,0.2835,0.325,1.214
0.4715,0.254,0.3135,1.0815
0.605,0.258,0.271,1.179
0.7115,0.3335,0.38,1.469
0.7185,0.36,0.355,1.492
0.8005,0.3645,0.43,1.6615
